Time,Conductivity,Temperature,Pressure,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Density anomaly
2023-09-28 13:36:34.000,0.004654675,18.05853399,10.09006649,-0.042434514,-0.042173775,0.010175074,1476.251461,5.365614496,
2023-09-28 13:36:34.063,0.005345727,18.0555394,10.09006939,-0.04243161,-0.042170889,0.010424884,1476.242075,6.162622469,
2023-09-28 13:36:34.125,0.007273337,18.04910681,10.09005928,-0.042441717,-0.042180934,0.011163963,1476.222152,8.385983059,
2023-09-28 13:36:34.188,0.005030867,18.04690524,10.08962419,-0.042876813,-0.042613357,0.010306283,1476.214004,5.800750706,
2023-09-28 13:36:34.250,0.004682493,18.04474541,10.08999176,-0.042509244,-0.042248046,0.010179943,1476.206873,5.399321261,
2023-09-28 13:36:34.313,0.006902032,18.0421578,10.08961342,-0.042887576,-0.042624053,0.011014939,1476.199491,7.959095574,
2023-09-28 13:36:34.375,0.004475587,18.0397215,10.08943508,-0.043065919,-0.0428013,0.010104752,1476.190523,5.161311746,
2023-09-28 13:36:34.438,0.006619183,18.03744692,10.08992357,-0.042577427,-0.04231581,0.010902694,1476.184122,7.633720024,
2023-09-28 13:36:34.500,0.006088328,18.03539146,10.08988948,-0.042611518,-0.042349691,0.010697143,1476.177227,7.021817541,
2023-09-28 13:36:34.563,0.00482808,18.03399334,10.09032168,-0.042179323,-0.041920152,0.010228202,1476.172153,5.568514724,
2023-09-28 13:36:34.625,0.005772746,18.0333308,10.09000161,-0.042499392,-0.042238254,0.010576588,1476.170418,6.658151352,
2023-09-28 13:36:34.688,0.006906197,18.03461415,10.08869024,-0.043810763,-0.043541568,0.011014075,1476.17507,7.965222223,
2023-09-28 13:36:34.750,0.006765476,18.03608009,10.08961691,-0.042884087,-0.042620585,0.010959357,1476.179763,7.802670449,
2023-09-28 13:36:34.813,0.006276424,18.03673221,10.09039035,-0.042110647,-0.041851898,0.010769737,1476.181659,7.238540172,
2023-09-28 13:36:34.875,0.005965712,18.03761386,10.08995498,-0.042546024,-0.042284599,0.010651169,1476.184364,6.880064619,
2023-09-28 13:36:34.938,0.005580467,18.04441674,10.0903586,-0.042142398,-0.041883454,0.010508243,1476.206207,6.434809433,
2023-09-28 13:36:35.000,0.006408092,18.05300392,10.08977392,-0.042727081,-0.042464544,0.010826046,1476.234348,7.387742589,
2023-09-28 13:36:35.063,0.00519939,18.05630631,10.09055138,-0.041949617,-0.041691858,0.01037125,1476.244499,5.99382223,
2023-09-28 13:36:35.125,0.004286778,18.05620196,10.09023347,-0.042267533,-0.04200782,0.010044814,1476.243768,4.941780402,
2023-09-28 13:36:35.188,0.005655705,18.05440208,10.08964841,-0.04285259,-0.042589283,0.010539927,1476.238527,6.520132531,
2023-09-28 13:36:35.250,0.005985255,18.05203877,10.08947278,-0.04302822,-0.042763833,0.010663587,1476.231029,6.900409884,
2023-09-28 13:36:35.313,0.005744871,18.04816775,10.09056956,-0.041931436,-0.041673788,0.010571259,1476.218418,6.623836029,
2023-09-28 13:36:35.375,0.005693325,18.04504799,10.08998366,-0.042517335,-0.042256087,0.010550775,1476.208293,6.564854147,
2023-09-28 13:36:35.438,0.004451887,18.04355594,10.08995378,-0.042547215,-0.042285784,0.010097829,1476.202927,5.133546742,
2023-09-28 13:36:35.500,0.006154541,18.04284122,10.09053416,-0.041966838,-0.041708972,0.010725033,1476.201371,7.097018501,
2023-09-28 13:36:35.563,0.005335941,18.04424458,10.08931421,-0.043186791,-0.04292143,0.010417252,1476.205525,6.152871431,
2023-09-28 13:36:35.625,0.00480927,18.04934157,10.09015087,-0.042350129,-0.042089909,0.010227016,1476.221798,5.544945164,
2023-09-28 13:36:35.688,0.006563458,18.05120926,10.09022937,-0.042271627,-0.042011889,0.010885644,1476.228623,7.567159522,
2023-09-28 13:36:35.750,0.004386436,18.05208572,10.08985104,-0.042649958,-0.042387895,0.010078029,1476.23049,5.057124026,
2023-09-28 13:36:35.813,0.005609062,18.05503856,10.08898469,-0.043516312,-0.043248926,0.010522674,1476.240554,6.466269554,
2023-09-28 13:36:35.875,0.005566547,18.06017216,10.08941342,-0.04308758,-0.042822829,0.010508582,1476.257144,6.416531088,
2023-09-28 13:36:35.938,0.006027016,18.06418411,10.08967363,-0.042827365,-0.042564212,0.010683671,1476.270327,6.946698641,
2023-09-28 13:36:36.000,0.0046351,18.06924474,10.08900586,-0.043495136,-0.04322788,0.010172033,1476.286067,5.341789872,
2023-09-28 13:36:36.063,0.005255819,18.07250547,10.08892259,-0.043578412,-0.043310644,0.010397766,1476.296874,6.056712437,
2023-09-28 13:36:36.125,0.00537356,18.07443584,10.08870987,-0.043791127,-0.043522053,0.010441884,1476.303163,6.192131892,
2023-09-28 13:36:36.188,0.006314044,18.07591231,10.0898918,-0.042609197,-0.042347385,0.010797561,1476.308377,7.27564541,
2023-09-28 13:36:36.250,0.004983447,18.07806181,10.08942524,-0.043075764,-0.042811085,0.010300289,1476.314725,5.742133435,
2023-09-28 13:36:36.313,0.006017978,18.08069652,10.08930852,-0.043192476,-0.042927079,0.010685923,1476.323696,6.933760097,
2023-09-28 13:36:36.375,0.006036788,18.08463034,10.08968283,-0.042818169,-0.042555073,0.010694435,1476.336424,6.954829867,
2023-09-28 13:36:36.438,0.005298322,18.09108938,10.08910648,-0.043394522,-0.043127884,0.010420027,1476.356956,6.103194304,
2023-09-28 13:36:36.500,0.004715222,18.09789805,10.08968105,-0.042819948,-0.04255684,0.010211025,1476.378711,5.430701829,
2023-09-28 13:36:36.563,0.005448799,18.1028233,10.08893038,-0.043570619,-0.0433029,0.010479797,1476.394927,6.274910414,
2023-09-28 13:36:36.625,0.005773453,18.10652769,10.08967553,-0.04282547,-0.042562328,0.010602366,1476.407048,6.648244041,
2023-09-28 13:36:36.688,0.005590252,18.10901643,10.08929701,-0.043203988,-0.042938521,0.010534596,1476.414998,6.436932963,
