Timestamp,Conductivity,Temperature,Pressure,Turbidity,Depth,Salinity,Specific Conductivity,Density Anomaly,Speed of sound
28/09/2023 14:04:21.000,-0.003079705,22.66267363,10.39800565,0.941313769,0.263340848,0,-3.223616565,-2.379563077,1490.418034
28/09/2023 14:04:22.000,-0.002602745,22.66452123,10.3979337,1.430976511,0.263269479,0,-2.724267814,-2.379995041,1490.423308
28/09/2023 14:04:23.000,-0.0041004,22.66560652,10.39767403,0.703067104,0.263011931,0,-4.291755893,-2.380249781,1490.426402
28/09/2023 14:04:24.000,-0.003489891,22.67040845,10.39788677,1.274140767,0.263222934,0,-3.652405146,-2.38137085,1490.440116
28/09/2023 14:04:25.000,-0.003232332,22.6744747,10.39807448,1.049063516,0.263409114,0,-3.382577901,-2.38232031,1490.451727
28/09/2023 14:04:26.000,-0.003766528,22.67354284,10.39797124,-1.006562227,0.263306715,0,-3.941677321,-2.38210298,1490.449065
28/09/2023 14:04:27.000,-0.004758605,22.67572956,10.39801504,1.266957451,0.263350157,0,-4.979670152,-2.382613884,1490.455308
28/09/2023 14:04:28.000,-0.002450117,22.67859411,10.39785861,0.813211291,0.263195007,0,-2.563793014,-2.383284195,1490.463481
28/09/2023 14:04:29.000,-0.002993852,22.68248603,10.39800878,0.737786467,0.263343951,0,-3.132511115,-2.384193399,1490.474592
28/09/2023 14:04:30.000,-0.003585283,22.68383634,10.39664475,-2.333081344,0.261991047,0,-3.751232442,-2.384515313,1490.478422
28/09/2023 14:04:31.000,-0.003766528,22.67443235,10.39894108,-2.662316684,0.264268644,0,-3.941607241,-2.382306475,1490.45162
28/09/2023 14:04:32.000,-0.002602745,22.63253561,10.39783984,0.087696322,0.263176389,0,-2.726010961,-2.372527801,1490.331937
28/09/2023 14:04:33.000,-0.003909616,22.59419412,10.39743001,-1.477069459,0.262769897,0,-4.097918667,-2.363591527,1490.222298
28/09/2023 14:04:34.000,-0.003566204,22.55309016,10.39678554,0.262490358,0.262130682,0,-3.741045719,-2.354028611,1490.104627
28/09/2023 14:04:35.000,-0.003356342,22.53840509,10.39627872,-4.395890403,0.261627998,0,-3.521930507,-2.350617442,1490.06255
28/09/2023 14:04:36.000,-0.003537587,22.53251701,10.39628185,0.703067104,0.261631101,0,-3.712555422,-2.349249379,1490.045677
28/09/2023 14:04:37.000,-0.003747449,22.52982154,10.3955404,0.311576354,0.260895695,0,-3.933010201,-2.34862659,1490.03794
28/09/2023 14:04:38.000,-0.003699753,22.52621186,10.39466442,-1.930815619,0.260026863,0,-3.88323342,-2.347792157,1490.02758
28/09/2023 14:04:39.000,-0.003365881,22.51978037,10.3950023,-3.99003302,0.260361984,0,-3.533259242,-2.346297116,1490.009149
28/09/2023 14:04:40.000,-0.003232332,22.50942871,10.39695135,0.389395616,0.26229514,0,-3.393773648,-2.343885286,1489.979501
28/09/2023 14:04:41.000,-0.003604361,22.49968594,10.4001174,0.045793643,0.265435375,0,-3.785123457,-2.341610249,1489.951612
28/09/2023 14:04:42.000,-0.002726754,22.48493666,10.39948857,0.062554715,0.26481167,0,-2.864351172,-2.338192578,1489.909286
