Timestamp,Conductivity,Temperature,Pressure,Depth,Salinity,Specific Conductivity,Density Anomaly,Speed of sound
28/09/2023 14:21:26.000,-0.004322419,20.16841546,10.42520219,0.290315611,0,-4.761858745,-1.828236695,1483.046657
28/09/2023 14:21:27.000,-0.006439229,20.16704534,10.42500556,0.290120578,0,-7.094079678,-1.827952409,1483.042465
28/09/2023 14:21:27.167,-0.008491615,20.16383086,10.4250341,0.290148889,0,-9.355819696,-1.827283273,1483.032638
28/09/2023 14:21:27.334,-0.007727722,20.15652209,10.42504044,0.290155181,0,-8.515494479,-1.825762525,1483.010291
28/09/2023 14:21:27.500,-0.005748965,20.14743263,10.42484064,0.289957001,0,-6.336232575,-1.823873,1482.982489
28/09/2023 14:21:27.667,-0.006632503,20.13991375,10.42496116,0.290076538,0,-7.311183112,-1.822309313,1482.959491
28/09/2023 14:21:27.833,-0.005279585,20.13486621,10.42508167,0.290196075,0,-5.820444598,-1.821259737,1482.94405
28/09/2023 14:21:28.000,-0.005104718,20.12866498,10.42490724,0.290023061,0,-5.628398613,-1.819972107,1482.925071
28/09/2023 14:21:28.167,-0.007285953,20.12418147,10.42480258,0.289919253,0,-8.03415962,-1.819041298,1482.911348
28/09/2023 14:21:28.334,-0.007028255,20.12013007,10.42478355,0.289900379,0,-7.750658832,-1.818200034,1482.898947
28/09/2023 14:21:28.500,-0.008445597,20.11567311,10.42511022,0.290224386,0,-9.314558391,-1.817273163,1482.885309
28/09/2023 14:21:28.667,-0.006632503,20.10440474,10.42478672,0.289903525,0,-7.316653203,-1.814935981,1482.850803
28/09/2023 14:21:28.833,-0.006531264,20.08903366,10.42487869,0.28999475,0,-7.2073058,-1.811747557,1482.803724
28/09/2023 14:21:29.000,-0.006006664,20.07964729,10.42490724,0.290023061,0,-6.62971594,-1.809801885,1482.774966
28/09/2023 14:21:29.167,-0.005307196,20.07830416,10.42479623,0.289912962,0,-5.857860453,-1.809524075,1482.770848
28/09/2023 14:21:29.334,-0.008187899,20.08442996,10.42495481,0.290070247,0,-9.036292493,-1.81079287,1482.789621
28/09/2023 14:21:29.500,-0.006098699,20.09549168,10.42507216,0.290186638,0,-6.729050069,-1.813085779,1482.82351
28/09/2023 14:21:29.667,-0.007331971,20.1056111,10.42469792,0.289815445,0,-8.08806625,-1.815186694,1482.854495
28/09/2023 14:21:29.833,-0.005574098,20.09815186,10.42507216,0.290186638,0,-6.149882625,-1.81363751,1482.831658
28/09/2023 14:21:30.000,-0.007865775,20.08236518,10.42464083,0.289758822,0,-8.681170024,-1.810366355,1482.78329
28/09/2023 14:21:30.167,-0.007055865,20.06440465,10.42472646,0.289843756,0,-7.790251229,-1.806645296,1482.728245
28/09/2023 14:21:30.334,-0.0092371,20.05495631,10.42467254,0.289790279,0,-10.20054513,-1.804689602,1482.699277
28/09/2023 14:21:30.500,-0.008031439,20.0553671,10.42462814,0.28974624,0,-8.869054256,-1.804774825,1482.700535
28/09/2023 14:21:30.667,-0.006678521,20.05221775,10.42465669,0.289774551,0,-7.37552764,-1.804122929,1482.690879
28/09/2023 14:21:30.833,-0.007055865,20.0426805,10.42446956,0.289588955,0,-7.793821718,-1.802150664,1482.661625
28/09/2023 14:21:31.000,-0.00599746,20.02568739,10.42554155,0.290652202,0,-6.627096341,-1.798632484,1482.609507
28/09/2023 14:21:31.167,-0.008141881,19.96767375,10.42389551,0.289019584,0,-9.007675623,-1.786668748,1482.431312
28/09/2023 14:21:31.334,-0.010810903,19.89234393,10.42250003,0.287635479,0,-11.97958595,-1.771183425,1482.199525
28/09/2023 14:21:31.500,-0.006641707,19.81006882,10.42097451,0.286122405,0,-7.372528383,-1.754338652,1481.94583
28/09/2023 14:21:31.667,-0.005610912,19.79457935,10.42045121,0.285603368,0,-6.230356143,-1.751176448,1481.898001
28/09/2023 14:21:31.833,-0.007644891,19.77739246,10.4194934,0.284653373,0,-8.491981172,-1.747672403,1481.844902
28/09/2023 14:21:32.000,-0.006181531,19.79840821,10.41923334,0.284395428,0,-6.863413442,-1.751964058,1481.909804
28/09/2023 14:21:32.167,-0.004856223,19.82369214,10.4189257,0.284090298,0,-5.389022269,-1.757133472,1481.987838
28/09/2023 14:21:32.334,-0.008500818,19.83900504,10.4186244,0.28379146,0,-9.430422296,-1.76026807,1482.035071
28/09/2023 14:21:32.500,-0.006255159,19.84602276,10.41825333,0.283423416,0,-6.938157674,-1.761706512,1482.056707
28/09/2023 14:21:32.667,-0.004414454,19.85456115,10.41824382,0.283413979,0,-4.895581486,-1.763455324,1482.083033
28/09/2023 14:21:32.833,-0.007092679,19.83473351,10.41804718,0.283218948,0,-7.869008929,-1.759396457,1482.021886
28/09/2023 14:21:33.000,-0.005923832,19.84374487,10.41781249,0.282986169,0,-6.570970466,-1.761242121,1482.049675
28/09/2023 14:21:33.167,-0.005914628,19.86442048,10.41873541,0.283901558,0,-6.557888871,-1.765473341,1482.113432
28/09/2023 14:21:33.334,-0.006227548,19.88363025,10.4190589,0.284222416,0,-6.902033228,-1.769411062,1482.172628
28/09/2023 14:21:33.500,-0.005647726,19.89528015,10.41966149,0.284820094,0,-6.257869407,-1.771799153,1482.20852
28/09/2023 14:21:33.667,-0.006476043,19.90507841,10.4202736,0.28542721,0,-7.174184749,-1.773808301,1482.238701
28/09/2023 14:21:33.833,-0.005574098,19.91858734,10.42080642,0.285955684,0,-6.173241903,-1.776581413,1482.280292
28/09/2023 14:21:34.000,-0.00677976,19.91596652,10.42136144,0.286506178,0,-7.508912831,-1.776040245,1482.272235
28/09/2023 14:21:34.167,-0.006365601,19.90059493,10.42123141,0.286377205,0,-7.052505427,-1.77288316,1482.224912
28/09/2023 14:21:34.334,-0.004616932,19.89353315,10.42161834,0.286760978,0,-5.115903694,-1.771431566,1482.203173
28/09/2023 14:21:34.500,-0.006834981,19.90171053,10.42143121,0.286575383,0,-7.572356547,-1.77311133,1482.22835
28/09/2023 14:21:34.667,-0.00552808,19.89842165,10.42165957,0.286801872,0,-6.124890649,-1.772434955,1482.218227
28/09/2023 14:21:34.833,-0.007828961,19.86341558,10.42189109,0.287031507,0,-8.680604564,-1.765252919,1482.110387
28/09/2023 14:21:35.000,-0.008491615,19.82276109,10.42192915,0.287069255,0,-9.423455762,-1.756929282,1481.985015
28/09/2023 14:21:35.167,-0.006614096,19.80598726,10.42185303,0.286993759,0,-7.342515069,-1.753500491,1481.933245
28/09/2023 14:21:35.334,-0.005841,19.80590837,10.42198306,0.287122732,0,-6.484287919,-1.753483773,1481.933004
28/09/2023 14:21:35.500,-0.006503654,19.81027395,10.42303285,0.288163955,0,-7.219253463,-1.754371144,1481.946497
28/09/2023 14:21:35.667,-0.006742945,19.8128197,10.42190378,0.28704409,0,-7.484470447,-1.754896683,1481.954336
28/09/2023 14:21:35.833,-0.006742945,19.82188791,10.4219006,0.287040944,0,-7.483031834,-1.756750832,1481.98232
28/09/2023 14:21:36.000,-0.007000644,19.84286633,10.42197038,0.287110149,0,-7.765561665,-1.761043194,1482.047034
28/09/2023 14:21:36.167,-0.005905425,19.87461705,10.4218562,0.286996905,0,-6.546270823,-1.767549489,1482.144906
28/09/2023 14:21:36.334,-0.006439229,19.90698339,10.4219228,0.287062964,0,-7.133114442,-1.774192027,1482.244593
28/09/2023 14:21:36.500,-0.007911793,19.92664473,10.42200209,0.287141606,0,-8.76071577,-1.778232326,1482.305107
28/09/2023 14:21:36.667,-0.008224713,19.91295631,10.42218921,0.287327202,0,-9.109848675,-1.775417889,1482.262983
28/09/2023 14:21:36.833,-0.006144716,19.890839,10.42226533,0.287402698,0,-6.809191212,-1.770875618,1482.194886
28/09/2023 14:21:37.000,-0.004644542,19.90071597,10.42242708,0.287563128,0,-5.145716014,-1.772902534,1482.225305
28/09/2023 14:21:37.167,-0.008675685,19.92667105,10.42247465,0.287610314,0,-9.606567294,-1.778235572,1482.305195
