Latitude, Longitude, Data Value
38, -54, 38.258
38, -53, 15.4031
38, -52, 30.1808
38, -51, -72.4478
38, -50, -382.018
38, -49, -390.701
38, -48, -91.563
38, -47, 68.0537
38, -46, 5.41972
38, -45, -259.195
38, -44, -316.078
38, -43, -104.96
38, -42, 41.6333
38, -41, 120.346
38, -40, 122.475
38, -39, 50.999
38, -38, 8.89031
38, -37, 33.8918
38, -36, 84.1
38, -35, 58.9779
38, -34, 7.05421
38, -33, 51.5925
38, -32, 89.492
38, -31, 95.8858
38, -30, 84.2582
38, -29, 62.837
38, -28, 46.3792
38, -27, 28.1549
38, -26, 46.9076
38, -25, 58.6165
38, -24, 81.6273
38, -23, 103.386
37, -85, -999
37, -84, -999
37, -83, -999
37, -82, -999
37, -81, -999
37, -80, -999
37, -79, -999
37, -78, -999
37, -77, -999
37, -76, 33.316
37, -75, 68.9085
37, -74, 95.7014
37, -73, 191.453
37, -72, 219.819
37, -71, 156.944
37, -70, 170.407
37, -69, 117.007
37, -68, 105.425
37, -67, 182.602
37, -66, 221.8
37, -65, 77.5613
37, -64, -296.518
37, -63, -353.118
37, -62, 17.1525
37, -61, 211.344
37, -60, 221.524
37, -59, 174.164
37, -58, 107.161
37, -57, 67.3346
37, -56, 96.1774
37, -55, 128.176
37, -54, -4.68852
37, -53, -91.9227
37, -52, -21.6815
37, -51, -5.89966
37, -50, -15.2688
37, -49, 50.624
37, -48, 135.351
37, -47, 149.47
37, -46, 66.1172
37, -45, -39.9237
37, -44, -137.006
37, -43, -76.7966
37, -42, 52.4415
37, -41, 112.822
37, -40, 50.1871
37, -39, -18.7528
37, -38, 5.50197
37, -37, 66.9677
37, -36, 84.911
37, -35, 61.7292
37, -34, 71.6627
37, -33, 99.321
37, -32, 79.7936
37, -31, 66.3989
37, -30, 86.5225
37, -29, 77.0194
37, -28, 48.1165
37, -27, 15.9399
37, -26, 33.9965
37, -25, 73.9259
37, -24, 120.251
37, -23, 111.19
36, -85, -999
36, -84, -999
36, -83, -999
36, -82, -999
36, -81, -999
36, -80, -999
36, -79, -999
36, -78, -999
36, -77, -999
36, -76, -999
36, -75, 154.16
36, -74, 212.362
36, -73, 188.867
36, -72, 61.7463
36, -71, -86.9911
36, -70, -80.0513
36, -69, -103.429
36, -68, -113.116
36, -67, -13.0475
36, -66, 60.9399
36, -65, -4.36221
36, -64, -124.028
36, -63, -118.184
36, -62, 10.3931
36, -61, 53.9812
36, -60, 8.70796
36, -59, -4.46674
36, -58, 56.1902
36, -57, 97.2445
36, -56, 137.987
36, -55, 213.36
36, -54, 139.995
36, -53, -7.68053
36, -52, -42.5415
36, -51, -120.153
36, -50, 12.7141
36, -49, 223.298
36, -48, 231.483
36, -47, 153.578
36, -46, 120.815
36, -45, 161.707
36, -44, 126.826
36, -43, 12.8732
36, -42, -7.52892
36, -41, 42.1064
36, -40, 17.7701
36, -39, -20.1418
36, -38, 9.70413
36, -37, 55.2722
36, -36, 79.6323
36, -35, 62.8331
36, -34, 73.3777
36, -33, 102.116
36, -32, 84.7232
36, -31, 53.5833
36, -30, 78.3649
36, -29, 114.336
36, -28, 93.4937
36, -27, 28.5863
36, -26, 33.4973
36, -25, 40.74
36, -24, 55.6839
36, -23, 56.8434
35, -85, -999
35, -84, -999
35, -83, -999
35, -82, -999
35, -81, -999
35, -80, -999
35, -79, -999
35, -78, -999
35, -77, 114.259
35, -76, 184.893
35, -75, 126.557
35, -74, 125.522
35, -73, 115.359
35, -72, -54.2199
35, -71, -156.436
35, -70, -135.832
35, -69, -137.298
35, -68, -144.162
35, -67, -52.4113
35, -66, 37.6869
35, -65, 29.8829
35, -64, 16.6292
35, -63, 39.4461
35, -62, 43.2776
35, -61, -9.33428
35, -60, -139.327
35, -59, -123.301
35, -58, 63.9552
35, -57, 116.396
35, -56, 137.307
35, -55, 193.072
35, -54, 192.09
35, -53, 87.6189
35, -52, -56.6227
35, -51, -134.427
35, -50, 28.5919
35, -49, 176.609
35, -48, 100.578
35, -47, 15.9862
35, -46, 15.7773
35, -45, 149.175
35, -44, 185.762
35, -43, 0.0288905
35, -42, -22.9352
35, -41, 53.2803
35, -40, 37.4501
35, -39, 34.8885
35, -38, 104.27
35, -37, 113.638
35, -36, 133.455
35, -35, 119.526
35, -34, 26.7471
35, -33, 44.069
35, -32, 98.8871
35, -31, 105.175
35, -30, 72.6283
35, -29, 86.1358
35, -28, 71.7352
35, -27, 15.5108
35, -26, -1.72493
35, -25, 0.957815
35, -24, 55.0608
35, -23, 95.1425
34, -85, -999
34, -84, -999
34, -83, -999
34, -82, -999
34, -81, -999
34, -80, -999
34, -79, 78.1816
34, -78, 28.8068
34, -77, 11.4732
34, -76, 44.6937
34, -75, 58.2649
34, -74, 89.4603
34, -73, 74.4083
34, -72, -213.361
34, -71, -281.821
34, -70, -156.183
34, -69, -58.9875
34, -68, -4.08578
34, -67, -3.06277
34, -66, -16.5242
34, -65, 1.66061
34, -64, 42.1072
34, -63, 64.4961
34, -62, 76.1869
34, -61, -26.9704
34, -60, -166.6
34, -59, -154.497
34, -58, 27.2428
34, -57, 87.6419
34, -56, 99.7581
34, -55, 130.437
34, -54, 101.496
34, -53, -139.085
34, -52, -223.268
34, -51, -90.1762
34, -50, 66.5733
34, -49, 1.19527
34, -48, -125.796
34, -47, -121.957
34, -46, -26.2316
34, -45, 114.016
34, -44, 148.725
34, -43, 42.9975
34, -42, 65.5544
34, -41, 71.5793
34, -40, 17.3721
34, -39, 33.7021
34, -38, 109.7
34, -37, 133.909
34, -36, 150.366
34, -35, 143.236
34, -34, -34.7295
34, -33, -23.4961
34, -32, 104.793
34, -31, 152.493
34, -30, 80.4013
34, -29, -7.67847
34, -28, -21.4465
34, -27, -31.3779
34, -26, 14.9949
34, -25, 83.3107
34, -24, 91.9846
34, -23, 88.4478
33, -85, -999
33, -84, -999
33, -83, -999
33, -82, -999
33, -81, -999
33, -80, 65.3464
33, -79, 102.393
33, -78, 82.1817
33, -77, 51.4901
33, -76, 58.2436
33, -75, 81.7538
33, -74, 110.346
33, -73, 77.6306
33, -72, -18.8407
33, -71, 1.47863
33, -70, 37.5411
33, -69, 32.7747
33, -68, 2.01953
33, -67, 0.554055
33, -66, 16.8918
33, -65, 75.75
33, -64, 108.093
33, -63, 92.0238
33, -62, 93.0609
33, -61, 23.4087
33, -60, -44.8802
33, -59, -41.4786
33, -58, 33.8144
33, -57, 44.888
33, -56, 46.6871
33, -55, 72.3228
33, -54, 50.8987
33, -53, -148.383
33, -52, -173.787
33, -51, 63.5991
33, -50, 111.426
33, -49, -19.1188
33, -48, -163.956
33, -47, -175.438
33, -46, -72.0944
33, -45, 59.0296
33, -44, 103.03
33, -43, 81.86
33, -42, 97.6085
33, -41, 75.6621
33, -40, -24.5998
33, -39, -24.8128
33, -38, 20.6748
33, -37, 27.9324
33, -36, 36.8582
33, -35, 68.7269
33, -34, -19.3875
33, -33, -9.5194
33, -32, 47.3515
33, -31, 92.5023
33, -30, 77.1039
33, -29, 16.7196
33, -28, 23.7733
33, -27, 46.8216
33, -26, 54.3955
33, -25, 86.3447
33, -24, 51.1534
33, -23, 28.4141
32, -85, -999
32, -84, -999
32, -83, -999
32, -82, -999
32, -81, 101.281
32, -80, 90.3216
32, -79, 116.903
32, -78, 144.076
32, -77, 166.245
32, -76, 136.389
32, -75, 101.725
32, -74, 88.4598
32, -73, 75.3992
32, -72, 52.4366
32, -71, 4.85412
32, -70, 30.3187
32, -69, 50.1215
32, -68, 35.0719
32, -67, 39.5844
32, -66, 45.9891
32, -65, 75.8007
32, -64, 78.2517
32, -63, 89.4145
32, -62, 44.5816
32, -61, -6.2622
32, -60, 29.1189
32, -59, 27.9307
32, -58, 51.3176
32, -57, 45.8197
32, -56, 22.6756
32, -55, 34.5505
32, -54, 74.5765
32, -53, 16.0941
32, -52, 15.987
32, -51, 96.9986
32, -50, 89.5008
32, -49, 13.695
32, -48, -46.9975
32, -47, -121.072
32, -46, -139.338
32, -45, 3.03904
32, -44, 25.5157
32, -43, 38.3848
32, -42, 71.1738
32, -41, 38.4895
32, -40, -53.6963
32, -39, -47.0265
32, -38, 10.5433
32, -37, 12.5125
32, -36, 23.0779
32, -35, 55.7981
32, -34, 47.4529
32, -33, 50.3659
32, -32, 59.8448
32, -31, 68.4369
32, -30, 60.6524
32, -29, 27.3051
32, -28, 23.1193
32, -27, 63.5054
32, -26, 59.0469
32, -25, 60.1557
32, -24, 49.395
32, -23, 39.9972
31, -85, -999
31, -84, -999
31, -83, -999
31, -82, -999
31, -81, 143.488
31, -80, 110.364
31, -79, 92.2997
31, -78, 107.448
31, -77, 170.605
31, -76, 187.278
31, -75, 123.935
31, -74, 80.398
31, -73, 48.7061
31, -72, -4.24941
31, -71, -49.4319
31, -70, -12.6906
31, -69, 30.4176
31, -68, 57.3603
31, -67, 95.4673
31, -66, 74.3348
31, -65, 51.217
31, -64, 79.3579
31, -63, 93.5493
31, -62, -2.07163
31, -61, -50.7019
31, -60, 18.1359
31, -59, 39.832
31, -58, 28.7109
31, -57, 8.30825
31, -56, 23.4214
31, -55, 29.629
31, -54, 43.0308
31, -53, 18.8431
31, -52, 3.08924
31, -51, 28.7711
31, -50, 37.0756
31, -49, 13.4458
31, -48, 4.34945
31, -47, -51.6868
31, -46, -150.522
31, -45, -24.7362
31, -44, -19.6129
31, -43, -0.483017
31, -42, 56.7077
31, -41, 49.1674
31, -40, 39.2315
31, -39, 64.9303
31, -38, 80.0122
31, -37, 56.3506
31, -36, 43.13
31, -35, 24.9745
31, -34, 31.8539
31, -33, 45.9553
31, -32, 59.0028
31, -31, 57.6891
31, -30, 29.4731
31, -29, -3.88521
31, -28, 8.58637
31, -27, 29.6426
31, -26, 48.9237
31, -25, 81.3766
31, -24, 88.4758
31, -23, 65.1272
30, -85, 65.1233
30, -84, -999
30, -83, -999
30, -82, -999
30, -81, 110.397
30, -80, 85.283
30, -79, 78.9724
30, -78, 114.564
30, -77, 163.938
30, -76, 91.9191
30, -75, 23.7305
30, -74, 11.9111
30, -73, 4.46256
30, -72, 24.3396
30, -71, 62.6669
30, -70, 41.0182
30, -69, -19.0703
30, -68, -15.1883
30, -67, 47.1679
30, -66, 63.9964
30, -65, 41.9616
30, -64, 71.5314
30, -63, 59.5733
30, -62, -23.5896
30, -61, -22.8175
30, -60, 11.2395
30, -59, 20.2366
30, -58, 17.2305
30, -57, -0.555324
30, -56, 9.91837
30, -55, 17.4866
30, -54, -16.9
30, -53, -7.52335
30, -52, -26.2352
30, -51, -24.5006
30, -50, -1.21786
30, -49, 22.6608
30, -48, 32.4878
30, -47, -3.29983
30, -46, -46.8408
30, -45, 18.843
30, -44, -28.4229
30, -43, -42.0202
30, -42, 1.41666
30, -41, 14.7847
30, -40, 30.7269
30, -39, 58.6529
30, -38, 72.942
30, -37, 71.2911
30, -36, 67.8947
30, -35, 42.4725
30, -34, 30.5915
30, -33, 50.657
30, -32, 51.5384
30, -31, 27.4054
30, -30, 25.9982
30, -29, 17.1742
30, -28, 25.3151
30, -27, 23.7716
30, -26, 42.0248
30, -25, 79.9372
30, -24, 87.7159
30, -23, 63.4729
29, -85, 74.4391
29, -84, 70.8579
29, -83, -999
29, -82, -999
29, -81, -999
29, -80, 68.1416
29, -79, 80.2206
29, -78, 118.943
29, -77, 138.705
29, -76, 32.3222
29, -75, -72.6962
29, -74, -38.8557
29, -73, 13.1981
29, -72, 43.001
29, -71, 73.6893
29, -70, 54.9775
29, -69, -25.6555
29, -68, -32.1589
29, -67, 38.5556
29, -66, 76.0571
29, -65, 52.251
29, -64, 52.685
29, -63, 50.5896
29, -62, -3.75494
29, -61, -10.5622
29, -60, -15.0214
29, -59, -7.94549
29, -58, 49.4279
29, -57, 23.4625
29, -56, -17.8824
29, -55, 14.7253
29, -54, 40.5821
29, -53, 73.7923
29, -52, 30.5233
29, -51, -11.8338
29, -50, -0.526275
29, -49, 8.25275
29, -48, 28.1873
29, -47, 33.0749
29, -46, 16.7045
29, -45, 27.601
29, -44, 7.11082
29, -43, 7.16565
29, -42, 17.3376
29, -41, -2.37036
29, -40, -17.9887
29, -39, -9.54913
29, -38, 61.8923
29, -37, 91.0567
29, -36, 82.7779
29, -35, 61.7415
29, -34, 49.6078
29, -33, 62.4729
29, -32, 54.7198
29, -31, 17.4547
29, -30, 58.0712
29, -29, 71.2246
29, -28, 52.1708
29, -27, 21.7983
29, -26, 17.8838
29, -25, 40.6393
29, -24, 60.2231
29, -23, 72.0019
28, -85, 68.7463
28, -84, 78.2099
28, -83, 88.6
28, -82, -999
28, -81, -999
28, -80, 94.1116
28, -79, 86.6331
28, -78, 116.86
28, -77, 172.766
28, -76, 77.8648
28, -75, -80.3588
28, -74, -74.3168
28, -73, -9.01852
28, -72, -11.3647
28, -71, -6.34007
28, -70, 30.4265
28, -69, -39.1788
28, -68, -68.7229
28, -67, 37.8171
28, -66, 99.1479
28, -65, 61.3741
28, -64, 26.7037
28, -63, 58.7424
28, -62, 94.231
28, -61, 54.8788
28, -60, 5.63257
28, -59, 30.0259
28, -58, 63.0846
28, -57, 34.1448
28, -56, -6.75056
28, -55, 14.0724
28, -54, 68.0774
28, -53, 80.4355
28, -52, 59.3277
28, -51, 27.209
28, -50, 26.0265
28, -49, -8.01022
28, -48, -21.6365
28, -47, -12.5405
28, -46, 2.66447
28, -45, 40.0038
28, -44, 55.23
28, -43, 68.3626
28, -42, 79.733
28, -41, 65.458
28, -40, 15.0811
28, -39, 0.432494
28, -38, 55.0408
28, -37, 84.6886
28, -36, 64.6224
28, -35, 35.0644
28, -34, 30.0944
28, -33, 66.6911
28, -32, 76.4186
28, -31, 46.0601
28, -30, 50.1013
28, -29, 68.096
28, -28, 52.6965
28, -27, 28.7145
28, -26, 30.3678
28, -25, 49.6543
28, -24, 64.0523
28, -23, 89.2049
27, -85, 63.9543
27, -84, 73.1358
27, -83, 59.8355
27, -82, -999
27, -81, -999
27, -80, 94.2146
27, -79, 99.0463
27, -78, 96.4939
27, -77, 123.545
27, -76, 110.526
27, -75, -1.57222
27, -74, -47.8739
27, -73, -12.0023
27, -72, -21.1498
27, -71, 18.1842
27, -70, 97.241
27, -69, 79.4205
27, -68, -4.55577
27, -67, 7.85067
27, -66, 6.38051
27, -65, -5.52965
27, -64, -10.4496
27, -63, -6.01292
27, -62, 59.8409
27, -61, 29.5482
27, -60, -36.4808
27, -59, -31.5373
27, -58, -14.0304
27, -57, 9.80825
27, -56, 16.3502
27, -55, -8.70215
27, -54, 7.00285
27, -53, 43.6744
27, -52, 49.4057
27, -51, 50.6118
27, -50, 37.3191
27, -49, -4.45672
27, -48, -28.9897
27, -47, -5.65793
27, -46, 24.7856
27, -45, 52.7012
27, -44, 70.9467
27, -43, 68.1974
27, -42, 83.2477
27, -41, 78.2287
27, -40, 39.1162
27, -39, 38.2878
27, -38, 54.3582
27, -37, 55.048
27, -36, 36.7552
27, -35, 19.509
27, -34, 10.7122
27, -33, 52.4359
27, -32, 75.1674
27, -31, 51.7104
27, -30, 36.3067
27, -29, 53.4907
27, -28, 65.7689
27, -27, 57.3538
27, -26, 65.9277
27, -25, 65.2954
27, -24, 62.9612
27, -23, 93.0136
26, -85, 44.3052
26, -84, 56.4861
26, -83, 55.478
26, -82, -999
26, -81, -999
26, -80, 90.9485
26, -79, 108.383
26, -78, 86.2767
26, -77, 67.6817
26, -76, 122.763
26, -75, 72.4052
26, -74, -20.9668
26, -73, -25.9777
26, -72, -16.2346
26, -71, 48.7511
26, -70, 121.264
26, -69, 148.907
26, -68, 37.4765
26, -67, -33.2813
26, -66, -39.9482
26, -65, -27.0487
26, -64, 36.7538
26, -63, 13.8304
26, -62, 57.8768
26, -61, -0.58267
26, -60, -65.973
26, -59, -53.8285
26, -58, 2.70145
26, -57, 4.10078
26, -56, -17.521
26, -55, -49.477
26, -54, -65.1284
26, -53, -31.2263
26, -52, 25.1624
26, -51, 42.0239
26, -50, 39.7261
26, -49, 42.5646
26, -48, 12.9347
26, -47, 12.8168
26, -46, 48.6981
26, -45, 44.4384
26, -44, 45.2042
26, -43, 43.2024
26, -42, 71.4664
26, -41, 73.6939
26, -40, 43.7957
26, -39, 42.3768
26, -38, 45.1667
26, -37, 41.224
26, -36, 54.2814
26, -35, 62.3738
26, -34, 12.8775
26, -33, -0.151894
26, -32, 37.0747
26, -31, 32.4288
26, -30, 27.8289
26, -29, 23.0248
26, -28, 50.5457
26, -27, 75.2181
26, -26, 81.0068
26, -25, 87.1792
26, -24, 91.3736
26, -23, 103.399
25, -85, 51.2792
25, -84, 16.2106
25, -83, 25.2275
25, -82, 83.981
25, -81, 88.8288
25, -80, 102.398
25, -79, 141.69
25, -78, 44.3808
25, -77, 57.3163
25, -76, 75.3975
25, -75, 44.2459
25, -74, -37.039
25, -73, -31.1282
25, -72, 15.9156
25, -71, 8.76415
25, -70, 56.4461
25, -69, 105.391
25, -68, -1.49933
25, -67, -14.2341
25, -66, 50.9009
25, -65, 36.8427
25, -64, 89.6565
25, -63, 96.9304
25, -62, 85.2066
25, -61, -28.2184
25, -60, -57.6943
25, -59, -51.9286
25, -58, 38.5921
25, -57, 27.4125
25, -56, -29.0641
25, -55, -44.0146
25, -54, -82.2732
25, -53, -53.9592
25, -52, 11.9512
25, -51, 29.7277
25, -50, 18.5841
25, -49, 36.3166
25, -48, 5.44828
25, -47, 21.7445
25, -46, 68.2006
25, -45, 58.1393
25, -44, 42.1267
25, -43, 42.266
25, -42, 29.0314
25, -41, 50.1687
25, -40, 30.4955
25, -39, 18.5666
25, -38, 49.5339
25, -37, 62.2845
25, -36, 55.4777
25, -35, 66.2216
25, -34, 41.1384
25, -33, 21.8243
25, -32, 33.4518
25, -31, 36.7082
25, -30, 28.817
25, -29, 9.45216
25, -28, 27.6461
25, -27, 78.8426
25, -26, 115.32
25, -25, 86.2527
25, -24, 104.342
25, -23, 104.256
24, -85, 79.0462
24, -84, -21.8936
24, -83, 8.67766
24, -82, 99.2131
24, -81, 127.629
24, -80, 134.545
24, -79, 138.595
24, -78, 135.806
24, -77, 113.054
24, -76, 80.7389
24, -75, 60.0016
24, -74, -26.6408
24, -73, -66.3252
24, -72, 33.1973
24, -71, 21.2572
24, -70, 34.8775
24, -69, 66.4816
24, -68, 29.2066
24, -67, 56.5294
24, -66, 91.9503
24, -65, 107.447
24, -64, 107.566
24, -63, 130.118
24, -62, 126.04
24, -61, 67.036
24, -60, 57.6288
24, -59, 21.2242
24, -58, 48.7831
24, -57, 11.9579
24, -56, -0.768123
24, -55, 31.937
24, -54, 1.10486
24, -53, 0.168641
24, -52, 32.3832
24, -51, 36.6081
24, -50, 1.02649
24, -49, -11.9672
24, -48, -28.5912
24, -47, 19.4679
24, -46, 61.5666
24, -45, 58.8847
24, -44, 36.444
24, -43, 21.867
24, -42, 12.9199
24, -41, 25.6031
24, -40, 26.7909
24, -39, 28.3652
24, -38, 56.6369
24, -37, 73.0669
24, -36, 65.9615
24, -35, 60.925
24, -34, 48.6674
24, -33, 34.4572
24, -32, 41.3593
24, -31, 36.3644
24, -30, 11.0721
24, -29, 4.11574
24, -28, 19.0705
24, -27, 33.062
24, -26, 50.065
24, -25, 52.2284
24, -24, 42.3206
24, -23, 35.6703
23, -85, 131.265
23, -84, -999
23, -83, -999
23, -82, -999
23, -81, -999
23, -80, -999
23, -79, 130.062
23, -78, 108.216
23, -77, 86.66
23, -76, 80.9596
23, -75, 76.7167
23, -74, 37.4736
23, -73, 25.1294
23, -72, 78.3618
23, -71, 83.96
23, -70, 79.8157
23, -69, 29.3048
23, -68, -4.35258
23, -67, 17.8718
23, -66, 9.9542
23, -65, 55.4103
23, -64, 56.8313
23, -63, 48.2433
23, -62, 82.7444
23, -61, 80.7904
23, -60, 66.1601
23, -59, 16.5247
23, -58, 22.6214
23, -57, 17.4252
23, -56, 9.23162
23, -55, 52.5583
23, -54, 63.2599
23, -53, 49.7579
23, -52, 57.9735
23, -51, 37.9622
23, -50, 32.3797
23, -49, 22.839
23, -48, -17.0035
23, -47, -12.0518
23, -46, 8.10435
23, -45, 52.1398
23, -44, 49.1256
23, -43, 20.1463
23, -42, 23.4075
23, -41, 55.3957
23, -40, 82.5564
23, -39, 67.8049
23, -38, 36.5332
23, -37, 40.3027
23, -36, 52.8049
23, -35, 64.1965
23, -34, 55.9642
23, -33, 52.6169
23, -32, 62.0135
23, -31, 44.5759
23, -30, 32.5207
23, -29, 30.4261
23, -28, 42.4782
23, -27, 38.1949
23, -26, 35.8753
23, -25, 61.4728
23, -24, 59.5481
23, -23, 30.7086
22, -85, 125.694
22, -84, 32.6833
22, -83, -999
22, -82, 77.375
22, -81, 88.2228
22, -80, -999
22, -79, -999
22, -78, -999
22, -77, 72.8176
22, -76, 78.3068
22, -75, 112.109
22, -74, 100.833
22, -73, 91.5284
22, -72, 75.3825
22, -71, 68.9216
22, -70, 55.3416
22, -69, 38.4453
22, -68, 0.997748
22, -67, -29.2614
22, -66, -62.803
22, -65, -29.0047
22, -64, 5.34795
22, -63, 5.44689
22, -62, 56.5517
22, -61, 44.597
22, -60, 6.83146
22, -59, 15.6736
22, -58, 23.9651
22, -57, 25.907
22, -56, 5.412
22, -55, 40.2972
22, -54, 47.2873
22, -53, 40.073
22, -52, 48.198
22, -51, 14.6923
22, -50, 8.10523
22, -49, 29.8804
22, -48, 26.8324
22, -47, 20.4641
22, -46, 6.36531
22, -45, 23.2114
22, -44, 35.3901
22, -43, 37.2293
22, -42, 40.2754
22, -41, 54.0535
22, -40, 76.0278
22, -39, 52.0842
22, -38, 15.5983
22, -37, 35.8987
22, -36, 40.4139
22, -35, 49.6534
22, -34, 44.5889
22, -33, 50.1075
22, -32, 42.2371
22, -31, 56.5263
22, -30, 63.5643
22, -29, 37.3489
22, -28, 47.088
22, -27, 38.3241
22, -26, 36.5202
22, -25, 79.8327
22, -24, 78.8124
22, -23, 49.5888
21, -85, 157.282
21, -84, 77.4256
21, -83, 79.8744
21, -82, 76.4633
21, -81, 105.496
21, -80, 143.253
21, -79, 126.686
21, -78, -999
21, -77, -999
21, -76, 98.3264
21, -75, 115.248
21, -74, 101.681
21, -73, 99.3636
21, -72, 89.6558
21, -71, 40.7869
21, -70, 15.4011
21, -69, 25.6984
21, -68, 12.7423
21, -67, -43.7107
21, -66, -43.0871
21, -65, -0.0876494
21, -64, 50.6187
21, -63, 62.6235
21, -62, 82.5623
21, -61, 77.989
21, -60, 21.561
21, -59, 21.0217
21, -58, 8.0575
21, -57, -3.30766
21, -56, 1.41745
21, -55, 15.2082
21, -54, 32.0621
21, -53, 9.79231
21, -52, 39.4215
21, -51, 39.0483
21, -50, 32.983
21, -49, 28.3886
21, -48, 25.156
21, -47, 50.8574
21, -46, 49.8399
21, -45, 36.5086
21, -44, 26.2675
21, -43, 36.0528
21, -42, 50.6318
21, -41, 27.5166
21, -40, 75.6066
21, -39, 47.3785
21, -38, 40.2708
21, -37, 44.454
21, -36, 44.355
21, -35, 36.6637
21, -34, 35.6205
21, -33, 56.955
21, -32, 23.8778
21, -31, 33.4126
21, -30, 52.7934
21, -29, 18.9962
21, -28, 49.931
21, -27, 37.8651
21, -26, 29.3663
21, -25, 72.4217
21, -24, 74.6508
21, -23, 39.3017
20, -85, 111.202
20, -84, 95.4547
20, -83, 61.6726
20, -82, 94.831
20, -81, 164.114
20, -80, 179.381
20, -79, 116.287
20, -78, 119.621
20, -77, 123.009
20, -76, 151.971
20, -75, 153.164
20, -74, 83.6182
20, -73, -999
20, -72, 94.012
20, -71, -999
20, -70, 12.1461
20, -69, 27.9784
20, -68, 23.8585
20, -67, -5.23431
20, -66, 19.5304
20, -65, 60.969
20, -64, 59.2658
20, -63, 53.3316
20, -62, 24.7765
20, -61, 49.4598
20, -60, 52.8659
20, -59, 28.8942
20, -58, -15.6715
20, -57, -12.8326
20, -56, 12.498
20, -55, 15.7948
20, -54, 21.7238
20, -53, 23.6888
20, -52, 39.2595
20, -51, 38.269
20, -50, 48.2435
20, -49, 37.6125
20, -48, 16.4178
20, -47, 40.0454
20, -46, 50.2307
20, -45, 40.4396
20, -44, 28.8338
20, -43, 9.93889
20, -42, 38.4885
20, -41, 43.668
20, -40, 63.3224
20, -39, 40.1575
20, -38, 44.8868
20, -37, 60.108
20, -36, 40.9626
20, -35, 31.1052
20, -34, 57.3965
20, -33, 82.1523
20, -32, 36.2998
20, -31, 28.1535
20, -30, 43.2817
20, -29, 38.1854
20, -28, 59.5554
20, -27, 38.1547
20, -26, 32.8392
20, -25, 65.8278
20, -24, 86.5575
20, -23, 43.506
19, -85, 84.4607
19, -84, 75.9536
19, -83, 80.2781
19, -82, 72.2365
19, -81, 121.981
19, -80, 215.917
19, -79, 149.717
19, -78, 148.765
19, -77, 168.875
19, -76, 127.177
19, -75, 107.106
19, -74, 111.309
19, -73, 37.352
19, -72, -999
19, -71, -999
19, -70, -999
19, -69, -999
19, -68, 59.8996
19, -67, 50.4854
19, -66, 72.0147
19, -65, 72.3451
19, -64, 69.1351
19, -63, 46.5548
19, -62, 0.457178
19, -61, 6.71592
19, -60, 53.0519
19, -59, 70.7813
19, -58, 30.818
19, -57, -8.04484
19, -56, 4.13587
19, -55, 38.8231
19, -54, 42.3667
19, -53, 52.9804
19, -52, 28.5903
19, -51, 29.513
19, -50, 37.8912
19, -49, 17.5476
19, -48, 14.645
19, -47, 5.45239
19, -46, 16.3615
19, -45, 35.513
19, -44, 28.0739
19, -43, 29.9419
19, -42, 52.1341
19, -41, 66.5062
19, -40, 61.8686
19, -39, 38.3271
19, -38, 44.7715
19, -37, 59.4493
19, -36, 38.4445
19, -35, 25.1755
19, -34, 39.2064
19, -33, 59.9619
19, -32, 33.9832
19, -31, 34.8923
19, -30, 46.546
19, -29, 61.3886
19, -28, 49.7064
19, -27, 32.8518
19, -26, 37.2599
19, -25, 30.0076
19, -24, 61.2196
19, -23, 56.4274
18, -85, 60.7439
18, -84, 70.8971
18, -83, 105.893
18, -82, 114.681
18, -81, 123.561
18, -80, 217.064
18, -79, 203.357
18, -78, 189.969
18, -77, 180.52
18, -76, 107.662
18, -75, 56.8283
18, -74, 90.1074
18, -73, -31.4151
18, -72, -4.72223
18, -71, -1.21673
18, -70, 31.1253
18, -69, 80.2344
18, -68, 65.8574
18, -67, 59.7216
18, -66, 61.3912
18, -65, 74.9231
18, -64, 64.393
18, -63, 44.2928
18, -62, 3.34184
18, -61, -6.97824
18, -60, 2.46372
18, -59, 16.1114
18, -58, 7.22322
18, -57, -3.40198
18, -56, -7.72921
18, -55, 28.1227
18, -54, 19.2449
18, -53, 23.9221
18, -52, 32.0702
18, -51, 38.2943
18, -50, 33.4893
18, -49, 19.9685
18, -48, 8.39329
18, -47, -7.60554
18, -46, 46.1822
18, -45, 76.246
18, -44, 55.8053
18, -43, 39.1589
18, -42, 68.5633
18, -41, 80.898
18, -40, 60.3081
18, -39, 53.7636
18, -38, 43.9395
18, -37, 79.3047
18, -36, 66.4875
18, -35, 38.0827
18, -34, 64.1427
18, -33, 60.7887
18, -32, 47.6223
18, -31, 27.4489
18, -30, 1.40117
18, -29, 36.6481
18, -28, 29.346
18, -27, 11.9812
18, -26, 35.7439
18, -25, 26.0041
18, -24, 45.5043
18, -23, 57.4831
17, -85, 43.4133
17, -84, 94.5765
17, -83, 100.335
17, -82, 100.857
17, -81, 121.325
17, -80, 166.855
17, -79, 200.095
17, -78, 218.2
17, -77, 191.913
17, -76, 92.2923
17, -75, 17.2729
17, -74, 15.5449
17, -73, 6.94522
17, -72, -31.0702
17, -71, -80.505
17, -70, 40.7212
17, -69, 137.624
17, -68, 82.217
17, -67, 41.3129
17, -66, 49.58
17, -65, 98.8324
17, -64, 75.3435
17, -63, 39.7824
17, -62, 15.6983
17, -61, -3.6487
