,0
0,20.712296413067236
1,20.712296413067236
2,20.712296413067236
3,20.712296413067236
4,20.712296413067236
5,20.712296413067236
6,20.712296413067236
7,20.712296413067236
8,20.712296413067236
9,20.712296413067236
10,20.712296413067236
11,20.712296413067236
12,20.712296413067236
13,20.712296413067236
14,20.712296413067236
15,20.712296413067236
16,20.712296413067236
17,20.712296413067236
18,20.712296413067236
19,20.712296413067236
20,20.712296413067236
21,20.712296413067236
22,20.712296413067236
23,20.712296413067236
24,20.712296413067236
25,20.712296413067236
26,20.712296413067236
27,20.712296413067236
28,20.712296413067236
29,20.712296413067236
30,20.712296413067236
31,20.712296413067236
32,20.712296413067236
33,20.712296413067236
34,20.712296413067236
35,20.712296413067236
36,20.712296413067236
37,20.712296413067236
38,20.712296413067236
39,20.712296413067236
40,20.712296413067236
41,20.712296413067236
42,20.712296413067236
43,20.712296413067236
44,20.712296413067236
45,20.712296413067236
46,20.712296413067236
47,20.712296413067236
48,20.762651989003757
49,20.712296413067236
50,20.712296413067236
51,20.712296413067236
52,20.712296413067236
53,20.712296413067236
54,20.712296413067236
55,20.712296413067236
56,20.712296413067236
57,20.712296413067236
58,20.712296413067236
59,20.712296413067236
60,20.762651989003757
61,20.712296413067236
62,20.712296413067236
63,20.762651989003757
64,20.762651989003757
65,20.762651989003757
66,20.762651989003757
67,20.712296413067236
68,20.712296413067236
69,20.81301662001988
70,20.712296413067236
71,20.762651989003757
72,20.762651989003757
73,20.712296413067236
74,20.611611828256457
75,20.46064912695317
76,20.309759852591924
77,20.108681409818303
78,19.857492314567935
79,19.606462456883946
80,19.305410607380225
81,19.05466553548166
82,18.75390133974213
83,18.40314812488822
84,18.15267441738888
85,17.802061370070135
86,17.501547259622043
87,17.201009198592544
88,16.850307449063052
89,16.59972993331195
90,16.298922627440334
91,15.947780995226537
92,15.646592757846179
93,15.39542880106751
94,15.093793938468707
95,14.84220970772543
96,14.54001228882015
97,14.287910297111921
98,14.086036671417276
99,13.83343719349233
100,13.580532138266165
101,13.327300373304752
102,13.073720532042273
103,12.921396570194474
104,12.616330510599823
105,12.463578882066713
106,12.259672532474553
107,12.004391644205839
108,11.851002123414332
109,11.594968628987772
110,11.441109750952933
111,11.287065569827178
112,11.081376188734282
113,10.92687956427801
114,10.720567962558732
115,10.565590301192685
116,10.462152710205885
117,10.25498434274283
118,10.099345144017661
119,9.995457407350159
120,9.839429261114958
121,9.683160255481653
122,9.526644698992584
123,9.422161183437481
124,9.265221892529098
125,9.16045048815812
126,9.055560872683316
127,8.95055128021329
128,8.792808038353257
129,8.687490688122239
130,8.529277343348326
131,8.47647536129216
132,8.423640894965843
133,8.211973536534913
134,8.158973152736905
135,8.05287047934786
136,7.946630342799438
137,7.893458126311657
138,7.733729981941849
139,7.680415956722243
140,7.627065867616011
141,7.520256509528167
142,7.413299920504642
143,7.3597657886516
144,7.252584589136404
145,7.198937013670388
146,7.091526633312469
147,7.037763313775656
148,6.93011912065117
149,6.876237725397573
150,6.822316447919832
151,6.714353189765063
152,6.660310677772202
153,6.606227220902497
154,6.552102550397478
155,6.497936396239254
156,6.443728487138969
157,6.389478550526121
158,6.335186312536962
159,6.1720530320404805
160,6.1720530320404805
161,6.1720530320404805
162,6.117588823649328
163,6.0085290535301965
164,5.953932926699849
165,5.899292259650736
166,5.953932926699849
167,5.7898761593872905
168,5.7898761593872905
169,5.7898761593872905
170,5.680278447533226
171,5.625410760608929
172,5.570496795897441
173,5.570496795897441
174,5.5155362587165655
175,5.460528852895834
176,5.460528852895834
177,5.405474280763713
178,5.350372243133847
179,5.2952224392918765
180,5.24002456698139
181,5.184778322390798
182,5.24002456698139
183,5.129483400138781
184,5.074139493260759
185,5.074139493260759
186,5.074139493260759
187,5.018746293194226
188,4.963303489764996
189,4.963303489764996
190,4.907810771172194
191,4.852267823973989
192,4.852267823973989
193,4.796674333072588
194,4.796674333072588
195,4.796674333072588
196,4.685334451400706
197,4.685334451400706
198,4.685334451400706
199,4.685334451400706
200,4.629587422020506
201,4.573788571687146
202,4.573788571687146
203,4.573788571687146
204,4.462034111998264
205,4.462034111998264
206,4.462034111998264
207,4.462034111998264
208,4.406077850176132
209,4.3500684624359565
210,4.3500684624359565
211,4.406077850176132
212,4.294005618087226
213,4.237888984627375
214,4.294005618087226
215,4.237888984627375
216,4.237888984627375
217,4.181718227725241
218,4.181718227725241
219,4.237888984627375
220,4.125493011204014
221,4.125493011204014
222,4.069212997024749
223,4.069212997024749
224,4.069212997024749
225,4.012877845269031
226,4.012877845269031
227,4.012877845269031
228,4.012877845269031
229,3.956487214121978
230,3.956487214121978
231,3.956487214121978
232,3.956487214121978
233,3.8435381368056483
234,3.8435381368056483
235,3.9000407598543916
236,3.8435381368056483
237,3.8435381368056483
238,3.786978997365509
239,3.786978997365509
240,3.8435381368056483
241,3.7303629919562127
242,3.7303629919562127
243,3.7303629919562127
244,3.673689769014402
245,3.786978997365509
246,3.673689769014402
247,3.673689769014402
248,3.7303629919562127
249,3.616958974972704
250,3.616958974972704
251,3.673689769014402
252,3.616958974972704
253,3.616958974972704
254,3.560170254240802
255,3.560170254240802
256,3.560170254240802
257,3.560170254240802
258,3.560170254240802
259,3.503323249187247
260,3.503323249187247
261,3.560170254240802
262,3.4464176001199576
263,3.503323249187247
264,3.503323249187247
265,3.4464176001199576
266,3.4464176001199576
267,3.389452945267351
268,3.4464176001199576
269,3.4464176001199576
270,3.332428920758616
271,3.389452945267351
272,3.389452945267351
273,3.389452945267351
274,3.389452945267351
275,3.389452945267351
276,3.332428920758616
277,3.332428920758616
278,3.275345160604388
279,3.275345160604388
280,3.275345160604388
281,3.275345160604388
282,3.275345160604388
283,3.2182012966768525
284,3.2182012966768525
285,3.275345160604388
286,3.2182012966768525
287,3.2182012966768525
288,3.2182012966768525
289,3.2182012966768525
290,3.2182012966768525
291,3.103731774176765
292,3.1609969586893953
293,3.1609969586893953
294,3.1609969586893953
295,3.1609969586893953
296,3.1609969586893953
297,3.103731774176765
298,3.1609969586893953
299,3.103731774176765
300,3.103731774176765
301,3.103731774176765
302,3.103731774176765
303,3.103731774176765
304,3.046405368474325
305,3.046405368474325
306,3.103731774176765
307,3.046405368474325
308,3.046405368474325
309,3.046405368474325
310,3.046405368474325
311,3.046405368474325
312,2.989017364697304
313,3.046405368474325
314,3.046405368474325
