,0
0,22.282884464668484
1,22.22290066813889
2,22.22290066813889
3,22.282884464668484
4,22.282884464668484
5,22.282884464668484
6,22.282884464668484
7,22.282884464668484
8,22.22290066813889
9,22.282884464668484
10,22.282884464668484
11,22.282884464668484
12,22.22290066813889
13,22.282884464668484
14,22.282884464668484
15,22.22290066813889
16,22.22290066813889
17,22.282884464668484
18,22.282884464668484
19,22.282884464668484
20,22.282884464668484
21,22.282884464668484
22,22.22290066813889
23,22.282884464668484
24,22.282884464668484
25,22.282884464668484
26,22.22290066813889
27,22.282884464668484
28,22.282884464668484
29,22.22290066813889
30,22.22290066813889
31,22.282884464668484
32,22.22290066813889
33,22.22290066813889
34,22.162932513848205
35,22.22290066813889
36,22.162932513848205
37,22.162932513848205
38,22.162932513848205
39,22.162932513848205
40,22.162932513848205
41,22.162932513848205
42,22.162932513848205
43,22.162932513848205
44,22.162932513848205
45,22.162932513848205
46,22.162932513848205
47,22.162932513848205
48,22.162932513848205
49,22.162932513848205
50,22.162932513848205
51,22.162932513848205
52,22.162932513848205
53,22.10297982082659
54,22.10297982082659
55,21.504263537077293
56,22.10297982082659
57,22.162932513848205
58,22.10297982082659
59,22.10297982082659
60,22.10297982082659
61,22.10297982082659
62,22.10297982082659
63,22.10297982082659
64,22.10297982082659
65,22.10297982082659
66,22.043042408235863
67,22.10297982082659
68,22.10297982082659
69,22.10297982082659
70,22.10297982082659
71,22.10297982082659
72,22.043042408235863
73,22.043042408235863
74,22.10297982082659
75,22.10297982082659
76,22.10297982082659
77,22.10297982082659
78,22.10297982082659
79,22.10297982082659
80,22.10297982082659
81,22.043042408235863
82,21.803441949847752
83,21.504263537077293
84,21.026269641005
85,20.489443359915697
86,19.834457255747452
87,19.121088293683613
88,18.467975760896024
89,17.756084400388886
90,16.98521959613697
91,16.273641623579692
92,15.56172941579257
93,14.90857680348978
94,14.254625186138071
95,13.599620723541705
96,13.003030983716428
97,12.465009864568458
98,11.865811478079763
99,11.325110683093271
100,10.843227406482356
101,10.360042731621434
102,9.996732225157984
103,9.51099627646903
104,9.084653280192072
105,8.718168551432314
106,8.289307395130379
107,7.98207940035519
108,7.612367537167131
109,7.303371410816226
110,7.117565092303664
111,6.682778432909686
112,6.371114054730697
113,6.121094422250792
114,5.933166401726396
115,5.682029870209817
116,5.3671734683669
117,5.177746278278164
118,4.987924087704528
119,4.797698593939742
120,4.5434226758518435
121,4.416003908427001
122,4.288394515499533
123,4.096617318698918
124,3.9043965026770024
125,3.711723071357312
126,3.64739643902044
127,3.454105295281522
128,3.3249817068155494
129,3.19564460139361
130,3.066091155877814
131,2.9363185179996094
132,2.806323805827958
133,2.6761041072273883
134,2.6761041072273883
135,2.480346263643014
136,2.4149779478414644
137,2.3495511551334403
138,2.2185206217632754
139,2.1529161173418743
140,2.021526708003705
141,1.9557410267468072
142,1.9557410267468072
143,1.8239857541442461
144,1.7580153735246995
145,1.6919826335139874
146,1.6258871339499592
147,1.6258871339499592
148,1.4935062442552294
149,1.427220042479405
150,1.427220042479405
151,1.2944540786573384
152,1.2944540786573384
153,1.2944540786573384
154,1.1614272786061406
155,1.1614272786061406
156,1.094815022630712
157,1.0281363019448122
158,1.0281363019448122
159,0.961390692940256
160,0.8945777695409447
161,0.8945777695409447
162,0.8276971031795597
163,0.8276971031795597
164,0.7607482627736317
165,0.6937308147017802
166,0.7607482627736317
167,0.6937308147017802
168,0.6266443227795548
169,0.6266443227795548
170,0.5594883482348791
171,0.5594883482348791
172,0.4922624496830963
173,0.4922624496830963
174,0.4922624496830963
175,0.4249661831024696
176,0.4249661831024696
177,0.357599101808205
178,0.357599101808205
179,0.357599101808205
180,0.2901607564273263
181,0.2901607564273263
182,0.357599101808205
183,0.2901607564273263
184,0.2901607564273263
185,0.22265069487258415
186,0.22265069487258415
187,0.22265069487258415
188,0.08741360116408714
189,0.15506846231636473
190,0.15506846231636473
191,0.15506846231636473
192,0.08741360116408714
193,0.08741360116408714
194,0.08741360116408714
195,0.08741360116408714
196,-0.048115851302270585
197,0.019685651027543827
198,0.019685651027543827
199,0.019685651027543827
200,-0.048115851302270585
201,-0.048115851302270585
202,-0.048115851302270585
203,-0.048115851302270585
204,-0.1159913718826715
205,-0.1159913718826715
206,-0.048115851302270585
207,-0.1159913718826715
208,-0.1159913718826715
209,-0.1839413796466829
210,-0.1159913718826715
211,-0.1159913718826715
212,-0.1839413796466829
213,-0.1839413796466829
214,-0.1159913718826715
215,-0.251966346431459
216,-0.1839413796466829
